country,degree_raw,closeness_raw,betweenness_raw,eigenvector_raw,pagerank_raw,degree_norm,closeness_norm,betweenness_norm,eigenvector_norm,pagerank_norm,composite_score,rank,is_hub,is_broker,role
Algeria,4,0.002242152466367713,2.6676249676249673,0.03654015453744726,0.005529877863853611,0.1,0.0012781352223738653,0.0010947099153765553,0.036540154537447245,0.1598320066469629,0.05974900126443211,88,FALSE,FALSE,Peripheral
Sudan,4,0.0021413276231263384,2.395238095238095,0.0481935784687746,0.0051086101707337565,0.1,0.0011772129638250113,9.829308558613806e-4,0.04819357846877459,0.14267874840769318,0.05860649413923084,89,FALSE,FALSE,Peripheral
Kuwait,4,0.0021231422505307855,2.157142857142857,0.0341304450995647,0.00448536462246718,0.1,0.0011590100208211534,8.852240113423566e-4,0.034130445099564685,0.11730131735733672,0.050695199297812986,90,FALSE,FALSE,Peripheral
Sri Lanka,4,0.0024271844660194173,46.69870925523003,0.024836145413238524,0.004163917073827568,0.1,0.0014633459969044603,0.01916369080264743,0.024836145413238513,0.10421255479080702,0.049935147400719485,91,FALSE,FALSE,Peripheral
Iceland,3,0.002127659574468085,63.27479173794061,0.018324005209918472,0.004638968834848866,0.06666666666666667,0.0011635317093226438,0.025965997000912847,0.018324005209918462,0.12355580296032613,0.04713520070942935,92,FALSE,FALSE,Peripheral
Mozambique,2,0.1,1.5,3.3088343897966604e-17,0.003981889607920002,0.03333333333333333,0.0991304347826087,6.155531204698507e-4,2.2000047271234452e-17,0.09680072573211868,0.04597600939370612,93,FALSE,FALSE,Peripheral
Iran,4,0.002277904328018223,48.47272494095263,0.010929914933372606,0.003989115237416852,0.1,0.0013139216268858737,0.0198916913967201,0.010929914933372595,0.09709494029147131,0.04584609364968998,94,FALSE,FALSE,Peripheral
Guyana,3,0.00211864406779661,3.054480286738351,0.10161095502101374,0.002689837046013228,0.06666666666666667,0.0011545074920167036,0.0012534632479436242,0.10161095502101372,0.0441906831984479,0.04297525512521772,95,FALSE,FALSE,Peripheral
Ghana,2,0.0024937655860349127,129.99999999999997,0.016533454083780114,0.00426371032442644,0.03333333333333333,0.0015299914465045116,0.05334793710738705,0.016533454083780104,0.10827595539335831,0.042604134272872664,96,FALSE,FALSE,Peripheral
France,2,0.002109704641350211,130,0.00418280314576726,0.0043717854922089286,0.03333333333333333,0.0011455594284433027,0.05334793710738706,0.004182803145767249,0.11267658067866353,0.04093724273871889,97,FALSE,FALSE,Peripheral
Norway,4,0.002136752136752137,1.3928571428571428,0.008278884364617736,0.0038002819538968608,0.1,0.001172633056691028,5.7158504043629e-4,0.008278884364617725,0.08940599065377361,0.03988581862310373,98,FALSE,FALSE,Peripheral
Trinidad & Tobago,3,0.00211864406779661,0.207258064516129,0.08232380761919848,0.0027677813748840157,0.06666666666666667,0.0011545074920167036,8.505223223696322e-5,0.08232380761919847,0.04736443524077885,0.03951889385017953,99,FALSE,FALSE,Peripheral
